epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1297.6,0.76339,1.10048,0.44299,0.98124,0.92411,0.94026,0.95152,0.73445,0.926,0.94219,0.96057,0.61693,0.88379,1.08511,0.47581,1.06825,0.000141443,0.000141443,0.000141443
83,1313.19,0.76512,1.08395,0.44654,0.98336,0.93823,0.90347,0.94938,0.73917,0.92637,0.92664,0.95988,0.62038,0.85723,1.06742,0.48405,1.05591,0.000134375,0.000134375,0.000134375
84,1328.91,0.76327,1.11436,0.44742,0.98,0.93757,0.92774,0.95333,0.73654,0.94148,0.9318,0.96217,0.62517,0.87101,1.06216,0.48996,1.06534,0.000127306,0.000127306,0.000127306
85,1344.47,0.74527,1.07012,0.43638,0.97529,0.93324,0.92085,0.951,0.73808,0.93918,0.92664,0.96299,0.6184,0.86766,1.07021,0.48437,1.06559,0.000120238,0.000120238,0.000120238
86,1360.25,0.75624,1.08493,0.43977,0.97785,0.94061,0.90734,0.95045,0.73131,0.94661,0.91313,0.96366,0.61999,0.88286,1.07859,0.48885,1.07896,0.000113169,0.000113169,0.000113169
87,1375.9,0.76008,1.08901,0.43341,0.97598,0.9498,0.9131,0.95517,0.73178,0.96318,0.90903,0.96596,0.6215,0.88371,1.07008,0.47803,1.08132,0.0001061,0.0001061,0.0001061
88,1391.57,0.75183,1.08844,0.43323,0.97378,0.95331,0.90654,0.95313,0.73497,0.9594,0.91233,0.96436,0.62385,0.87709,1.0754,0.47381,1.06914,9.90318e-05,9.90318e-05,9.90318e-05
89,1407.37,0.73847,1.07556,0.42487,0.97241,0.93894,0.92026,0.95311,0.73525,0.94485,0.92605,0.96449,0.62514,0.8765,1.05942,0.47238,1.06826,9.19632e-05,9.19632e-05,9.19632e-05
90,1422.99,0.75586,1.09866,0.43307,0.96972,0.93501,0.9165,0.95514,0.73975,0.93895,0.92037,0.96468,0.62364,0.88089,1.06826,0.48072,1.07763,8.48946e-05,8.48946e-05,8.48946e-05
91,1439.26,0.66276,0.90431,0.3697,0.96984,0.92764,0.91564,0.95311,0.73409,0.92957,0.91729,0.95889,0.61946,0.87279,1.08468,0.47574,1.07413,7.7826e-05,7.7826e-05,7.7826e-05
92,1454.91,0.63991,0.8872,0.3574,0.95968,0.95539,0.89961,0.95636,0.74775,0.95539,0.89961,0.96019,0.62748,0.88697,1.07622,0.48525,1.08472,7.07574e-05,7.07574e-05,7.07574e-05
93,1470.41,0.64529,0.87657,0.36316,0.96154,0.94676,0.90347,0.95521,0.74381,0.9508,0.90734,0.96082,0.62148,0.87298,1.08125,0.49056,1.07685,6.36888e-05,6.36888e-05,6.36888e-05
94,1485.83,0.65247,0.88802,0.35868,0.96862,0.94304,0.9112,0.95433,0.74346,0.94903,0.91699,0.96458,0.62311,0.87891,1.08303,0.48482,1.07585,5.66202e-05,5.66202e-05,5.66202e-05
95,1501.21,0.63914,0.87166,0.35146,0.96074,0.93141,0.9175,0.95901,0.746,0.93533,0.92136,0.96407,0.62514,0.86716,1.08068,0.4828,1.06423,4.95516e-05,4.95516e-05,4.95516e-05
96,1516.77,0.61966,0.86511,0.33965,0.94885,0.95112,0.89575,0.95364,0.74497,0.95107,0.90154,0.96232,0.62143,0.87438,1.08181,0.48512,1.07423,4.2483e-05,4.2483e-05,4.2483e-05
97,1532.19,0.6284,0.86508,0.34158,0.95012,0.9366,0.9112,0.95346,0.74534,0.94453,0.91892,0.96409,0.6252,0.87124,1.07713,0.48232,1.07086,3.54144e-05,3.54144e-05,3.54144e-05
98,1547.66,0.62333,0.86042,0.34171,0.95904,0.9392,0.91892,0.95334,0.74445,0.94112,0.92573,0.96375,0.62291,0.87194,1.08371,0.48129,1.07378,2.83458e-05,2.83458e-05,2.83458e-05
99,1563.12,0.61791,0.86114,0.34172,0.94432,0.94757,0.90541,0.95402,0.7467,0.95363,0.9112,0.96472,0.6267,0.87305,1.08487,0.47684,1.07242,2.12772e-05,2.12772e-05,2.12772e-05
100,1578.78,0.6338,0.8801,0.34465,0.94923,0.94209,0.91069,0.95538,0.74697,0.94608,0.91455,0.96284,0.62603,0.8646,1.08481,0.47141,1.07117,1.42086e-05,1.42086e-05,1.42086e-05
