epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,760.283,0.56121,0.73732,0.38693,0.91915,0.91921,0.87066,0.92721,0.67886,0.91976,0.87066,0.92966,0.55166,0.94106,1.25874,0.56479,1.13424,0.005842,0.005842,0.005842
44,777.848,0.56107,0.75088,0.39179,0.92014,0.89194,0.87452,0.92089,0.68041,0.90066,0.87259,0.92064,0.55201,0.95275,1.21209,0.56414,1.11518,0.005743,0.005743,0.005743
45,795.377,0.55351,0.71785,0.38312,0.91571,0.89852,0.89961,0.93144,0.69195,0.90045,0.90154,0.9334,0.56068,0.92647,1.24216,0.54798,1.09587,0.005644,0.005644,0.005644
46,812.964,0.55821,0.73054,0.38688,0.92059,0.89581,0.87971,0.9322,0.69076,0.89764,0.88036,0.92879,0.55471,0.9165,1.25081,0.56528,1.09588,0.005545,0.005545,0.005545
47,830.369,0.56152,0.75078,0.38788,0.91919,0.90178,0.8685,0.90589,0.65838,0.91594,0.8668,0.91524,0.54395,0.96744,1.29158,0.63277,1.14166,0.005446,0.005446,0.005446
48,847.724,0.5412,0.72488,0.38044,0.91519,0.92335,0.84363,0.92915,0.6837,0.88751,0.88339,0.9264,0.54096,0.93099,1.23362,0.56964,1.11144,0.005347,0.005347,0.005347
49,865.084,0.55049,0.72986,0.38049,0.91377,0.9184,0.86915,0.91883,0.6832,0.92412,0.88417,0.9268,0.5562,0.9227,1.25448,0.58718,1.11158,0.005248,0.005248,0.005248
50,882.722,0.54086,0.71811,0.37786,0.91061,0.92735,0.88707,0.92946,0.6875,0.93008,0.88803,0.92839,0.56146,0.93147,1.24473,0.55707,1.11665,0.005149,0.005149,0.005149
51,900.244,0.5362,0.7181,0.37716,0.91465,0.91009,0.89189,0.92214,0.68321,0.9179,0.89768,0.932,0.55794,0.92668,1.20107,0.54424,1.11368,0.00505,0.00505,0.00505
52,917.695,0.53055,0.69816,0.37162,0.91199,0.88533,0.87645,0.93388,0.68815,0.88849,0.87838,0.9392,0.56377,0.92585,1.19238,0.56971,1.1154,0.004951,0.004951,0.004951
53,935.007,0.52088,0.71253,0.36582,0.90888,0.88649,0.8895,0.92869,0.68105,0.89631,0.89382,0.93319,0.57264,0.94561,1.2232,0.55887,1.1232,0.004852,0.004852,0.004852
54,952.631,0.52348,0.70288,0.36421,0.90527,0.9338,0.87146,0.93769,0.69486,0.93726,0.88224,0.93904,0.5725,0.92456,1.15347,0.53794,1.10636,0.004753,0.004753,0.004753
