epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,1208.41,0.44536,0.67454,0.33185,0.87735,0.93106,0.90154,0.94922,0.71919,0.94516,0.90347,0.95659,0.59766,0.88358,1.17195,0.49052,1.06349,5.4093e-05,5.4093e-05,5.4093e-05
89,1222.03,0.44502,0.67511,0.3327,0.87831,0.93559,0.90734,0.95132,0.7214,0.93559,0.90734,0.95505,0.5984,0.88453,1.17388,0.48463,1.06825,5.0232e-05,5.0232e-05,5.0232e-05
90,1235.61,0.46132,0.69969,0.33806,0.88047,0.91853,0.92085,0.9525,0.72181,0.92238,0.92471,0.95894,0.59963,0.88453,1.17161,0.48306,1.06744,4.6371e-05,4.6371e-05,4.6371e-05
91,1250.39,0.78605,1.08563,0.53237,1.04507,0.94021,0.88996,0.94645,0.71436,0.94489,0.89367,0.95126,0.59227,0.88035,1.14869,0.51808,1.05079,4.251e-05,4.251e-05,4.251e-05
92,1264.1,0.78672,1.01512,0.51507,1.03156,0.91539,0.91897,0.9525,0.71882,0.92116,0.92476,0.95803,0.59474,0.88433,1.11422,0.51411,1.05445,3.8649e-05,3.8649e-05,3.8649e-05
93,1277.57,0.77925,0.99367,0.49988,1.0348,0.91238,0.92471,0.9551,0.72815,0.92058,0.91748,0.95788,0.60191,0.86787,1.12923,0.48374,1.04378,3.4788e-05,3.4788e-05,3.4788e-05
94,1291.26,0.76409,0.99549,0.4897,1.0192,0.91716,0.91911,0.95608,0.72777,0.92294,0.9249,0.96072,0.60414,0.87029,1.10531,0.48407,1.03887,3.0927e-05,3.0927e-05,3.0927e-05
95,1304.92,0.74545,0.98185,0.47329,1.02266,0.92662,0.91892,0.95667,0.72739,0.93061,0.92278,0.96588,0.60655,0.87378,1.10499,0.48093,1.04454,2.7066e-05,2.7066e-05,2.7066e-05
96,1318.55,0.7445,0.98594,0.47739,1.014,0.93857,0.91439,0.95652,0.729,0.94253,0.91825,0.96141,0.60312,0.88434,1.10656,0.47131,1.0506,2.3205e-05,2.3205e-05,2.3205e-05
97,1332.1,0.73941,0.96379,0.46747,1.0071,0.92496,0.92664,0.95987,0.735,0.92876,0.93822,0.96791,0.60942,0.8762,1.10142,0.4669,1.04689,1.9344e-05,1.9344e-05,1.9344e-05
98,1345.75,0.74222,0.96877,0.46573,1.00766,0.93737,0.92454,0.95917,0.73007,0.93845,0.92857,0.96598,0.61227,0.87244,1.09784,0.4704,1.04473,1.5483e-05,1.5483e-05,1.5483e-05
99,1359.25,0.73883,0.93819,0.45448,1.01041,0.93642,0.90981,0.95901,0.73181,0.94435,0.91729,0.96776,0.60803,0.87604,1.1006,0.46873,1.04057,1.1622e-05,1.1622e-05,1.1622e-05
100,1372.78,0.75123,0.98439,0.47837,1.00808,0.92279,0.92471,0.95766,0.7327,0.92711,0.93311,0.9668,0.60992,0.8708,1.09668,0.46859,1.03938,7.761e-06,7.761e-06,7.761e-06
